3049,2593
305,6161
3052,6479
3054,5109
3055,5393
3057,19
3058,3122
3060,5036
3065,274
3067,2797
3068,1788
307,19089
3070,3062
3071,618
3072,3690
3074,231
3075,2173
3076,2397
3077,2557
3078,2352
3079,7478
308,13286
3080,8123
3082,894
3083,7295
3085,1085
3087,452
3088,127
3089,261
309,1831
3090,1019
3092,4585
3093,743
3095,1978
3100,6
3104,1777
3107,4033
3110,1444
3111,3474
3112,1007
3114,478
3116,1372
3117,8936
3118,3570
3120,739
3121,13
3122,286
3123,479
3124,422
3125,127
3129,654
3130,570
3132,872
3134,2179
3135,1198
3138,15116
3143,618
3144,4013
3146,2223
3147,5093
3149,1449
3151,2676
3152,2534
3155,6920
3158,4
316,306
3160,668
3162,5808
3165,5106
3168,1287
3170,5154
3172,796
3173,1303
3175,530
3189,225
3192,1898
3198,3740
3201,7350
3203,303
3204,549
3205,529
3209,1440
3211,3325
3212,5517
3214,1642
3217,4067
3218,1364
3221,1500
3222,1468
3225,8901
3226,9117
3229,2160
3231,797
3233,1946
3234,236
3235,506
3236,1474
3237,1856
324,7404
3240,543
3244,2399
3246,3665
3250,510
3251,355
3252,2564
3253,1698
3255,4823
3259,1473
3262,2539
3263,4448
3266,1077
3269,955
3270,555
3273,3012
3275,1016
3277,14843
3292,6744
3295,3310
330,155
332,657
3332,3119
3333,7184
3335,8046
3336,1261
3338,17648
334,1346
3340,1202
3343,11051
3347,4
3352,11478
3353,40
3354,15573
3355,10089
3356,22614
3358,580
3359,2632
336,7796
3360,18
3363,13108
3364,2180
3365,1583
3370,5050
3371,27
3374,2417
3375,1540
3376,5615
3378,8682
3382,20104
3383,25437
3385,9236
3386,7325
339,10140
3390,12228
3392,14230
3395,9100
3397,3306
3398,2011
340,441
3401,3721
3402,2253
3403,364
3406,1915
3408,9780
3409,4971
3410,21125
3411,9408
3412,272
3415,21413
3416,12891
3417,435
3419,958
3421,13
3422,1575
3427,4901
3428,151
3429,368
3430,5582
3433,7
3435,212
3436,5776
3437,180
3438,380
3439,514
344,595
3441,166
3443,552
3446,2529
3447,5303
3449,30
3450,2442
3451,8598
3453,2095
3454,17230
3455,7411
3456,692
3457,14436
3458,12866
3459,6050
3460,13677
3462,11792
3463,19048
3464,6667
3466,10563
3469,4691
3470,12560
3477,1517
3514,1069
3533,102
3535,911
3536,348
3537,2653
3538,1999
3545,595
3546,1728
3565,904
358,14528
3583,459
3589,138
359,1530
3600,509
3604,878
3605,837
3606,1651
3607,3583
3609,96
3610,1847
3611,2709
3612,1051
3613,649
3614,806
3615,857
3616,3287
3617,334
3618,370
3620,978
3631,6156
3633,3581
3634,3755
3635,906
3636,658
3637,6628
3638,5830
3649,419
3650,348
3652,1707
3653,894
3654,26
3658,351
3661,1941
3662,210
3665,2957
3668,5027
3670,1926
3671,8585
3672,43
3673,1443
3674,6025
3677,1042
3678,908
3679,1017
3680,896
3681,1128
3682,997
3683,1686
3684,1087
3695,545
3696,686
3697,631
3698,627
3699,531
3700,636
3701,924
3702,282
3705,4978
3708,11164
3710,11
3711,14
3712,4054
3713,529
3717,13518
3719,1755
3721,28
3722,13341
3727,340
3728,312
3729,1008
3730,18
3731,1170
3733,3054
3735,7564
3736,9124
3738,6247
3740,1779
3741,3126
3742,8068
3743,1269
3744,4055
3745,34
3746,12291
3747,10068
3748,9
3751,1215
3755,10426
3756,5978
3757,3396
3758,7372
3760,930
3764,6428
3765,2279
3768,3309
3769,35
3772,10179
3774,4
3776,3243
3777,20
3778,7331
3779,32
3780,4977
3784,4
3785,291
3788,6
3789,6884
3793,10723
3794,1044
3796,2246
3797,1043
3800,310
3801,1268
3802,1994
3805,254
3806,1725
3807,1265
3808,499
3809,947
3810,1249
3811,3977
3812,1217
3814,152
3817,1508
3821,4793
3822,4
3823,13
3826,1234
3827,555
3832,5796
3833,8953
3836,219
3837,2687
3838,923
3840,1366
3845,4991
3846,4669
3850,16228
3851,75
3856,14887
3858,2378
3859,1468
3860,644
3861,733
3862,662
3863,813
3864,4070
3865,2309
3866,2291
3869,2962
3870,1097
3873,8702
3874,1088
3875,19214
3876,3470
3878,1101
3879,203
3883,38
39,4020
3912,171
3914,4942
3916,11500
3920,3
3921,11152
3926,14
3928,1154
3931,3226
3933,4888
3936,2264
3940,1016
3942,1498
3943,807
3947,7444
3948,994
3950,2792
3952,116
3954,5364
3956,7067
3957,5106
3959,2554
3960,703
3962,4
3963,699
3965,1559
3967,1457
3968,2577
3969,7252
3970,9806
3973,8278
3974,1393
3975,2747
3978,8140
3979,6186
3981,6146
3982,1005
3984,682
3985,9995
3986,18806
3989,9180
3992,2679
3993,18
3995,8982
3996,2287
3997,6090
3999,3092
4001,3175
4005,2643
4009,8390
4010,12115
4011,6
4012,2670
4013,147
4015,4000
4016,726
4021,3
4024,2495
4027,3055
4031,8423
4032,4202
4035,11277
4036,23
4037,6342
4041,9700
4045,2375
4049,9381
4050,7990
4051,652
4052,1397
4054,10978
4055,1488
4057,9258
4059,6418
4060,2617
4061,165
4062,123
4063,1743
4064,1203
4067,1344
4068,5419
4069,3032
4071,1284
4074,13
4077,7490
4078,4140
4079,2092
4080,789
4081,140
4082,644
4086,2692
4091,738
4092,9449
4093,137
4097,4881
4098,1026
4099,5497
4100,1517
4101,7359
4106,2682
4107,1660
4109,705
4110,1679
4111,1389
4113,3540
4115,2305
4116,8106
4119,2170
4124,2422
4127,4
4130,4988
4132,392
4135,2315
4136,36
4137,147
4138,266
4139,17
4140,12
4141,35
4142,204
4143,104
4144,106
4146,6880
4147,9305
4149,6953
4153,1238
4154,538
4157,14812
4158,661
4160,574
4162,6
4163,9587
4165,13469
4166,2923
4168,1777
4169,3290
4170,1528
4171,2096
4173,17563
4177,1617
4178,222
4179,2296
4181,3457
4182,842
4183,10009
4184,5621
4185,3118
4187,347
4188,2338
4190,15
4191,3128
4192,8
4193,934
4194,1562
4195,991
4196,3377
4199,1451
4200,6372
4203,932
4204,1010
4207,7206
4210,6601
4211,2392
4213,1450
4214,5631
4216,3511
4218,8099
4219,17
4224,5685
4227,4663
4230,4073
4231,2163
4232,3171
4233,2668
4237,4663
4240,3118
4241,1498
4242,1176
4243,10011
4246,12964
4248,3383
4249,3556
4251,8097
4257,3085
4260,1042
4261,1763
4266,3051
4267,4043
4268,3
4279,639
4282,1222
4283,4516
4284,12698
4285,5005
4286,308
4287,339
4290,2
4292,3030
4293,12519
4294,13534
4295,1956
4298,18780
4300,932
4301,750
4306,4577
4312,8362
4313,1468
4314,18350
4315,3877
4318,7780
4319,1005
4320,3291
4321,3826
4322,941
4326,4728
4327,2415
4329,9039
4331,2628
4332,2418
4333,4756
4335,17594
4338,6
4339,15430
4340,10393
4342,7320
4343,24
4345,3885
4348,6717
4349,1777
4352,1439
4353,890
4356,17596
4359,5223
4360,6691
4361,5518
4362,1242
4363,2357
4364,2532
4365,621
4366,925
4367,4795
4368,8160
4371,116
4373,4438
4374,4
4375,15245
4376,2059
4377,1913
4378,1756
4379,6009
4380,1557
4381,1912
4382,3848
4384,6799
4385,5550
4386,3483
4387,11
4388,1682
4389,988
4390,1987
4391,6936
4392,5693
4393,4342
4394,4
4396,10477
4399,7195
4400,7990
4401,14121
4402,14955
4403,1680
4405,2383
4407,389
4408,6180
4410,10273
4417,4
4419,968
4424,5
4425,216
4427,881
4429,495
4430,3315
4431,3700
4436,6066
4443,14593
4444,7943
4445,238
4446,2832
4447,688
4449,1686
4450,1659
4451,2773
4452,926
4453,1582
4454,479
4455,2218
4456,1476
4457,1514
4458,1912
4459,1024
4460,1990
4461,596
4462,1249
4463,6964
4468,3545
4471,3850
4472,5861
4473,9544
4474,4988
4475,997
4476,2229
4477,21761
4479,8
4480,24
4481,5697
4482,7776
4484,4625
4485,4695
4486,8
4487,2266
4489,7192
4492,7150
4493,229
4495,688
4497,2327
4498,24
4499,6
4501,7029
4502,4574
4503,1729
4505,473
4506,3799
4507,2962
4508,12
4512,1570
4513,1436
4514,5856
4516,420
4517,4626
4518,2732
4519,3277
4523,7
4524,1355
4526,5161
4527,4745
4528,4079
4529,1918
4531,12089
4536,7
4537,2681
4540,1670
4541,461
4542,4936
4543,14029
4544,1965
4545,19996
4547,2905
4548,2045
4550,13671
4551,5834
4552,5364
4554,2948
4560,5225
4561,1928
4563,18149
4565,1455
4566,10349
4567,1720
4568,1078
4569,2110
4571,634
4572,8732
4573,1181
4574,8
4575,3821
4579,4624
4580,4587
4581,3784
4582,5615
4583,4362
4584,2866
4589,414
4592,1391
4594,5855
4595,1339
4601,4237
4603,139
4606,14373
4607,3322
4608,4251
4609,4957
4611,1605
4614,14341
4615,7574
4616,8
4620,9390
4621,5264
4622,4352
4626,6231
4628,1903
4631,2365
4633,168
4635,2257
4636,1222
4640,2119
4641,1189
4642,7428
4644,4230
4647,4320
4648,2208
4649,3658
4650,6946
4651,5183
4652,10995
4653,4248
4654,9845
4660,9613
4661,4
4662,1737
4664,3718
4665,1300
4667,9207
4668,7107
4669,408
4670,2635
4671,200
4673,4567
4674,4851
4675,19007
4676,34
4677,3998
4680,4
4681,3086
4687,4517
4688,5137
4689,871
4690,1037
4691,1476
4692,2734
4693,4030
4695,7055
4699,2510
4700,6475
4702,845
4706,2009
4715,5831
4716,580
4717,10862
4721,13917
4726,8472
4727,2040
4728,5613
4729,5109
4730,4733
4731,2524
4733,1533
4734,780
4735,605
4736,244
4737,885
4739,405
4741,1975
4742,985
4745,12952
4746,7918
4748,2053
4749,801
4751,3091
4752,6778
4754,2514
4756,1848
4757,1466
4760,833
4763,1229
4764,3202
4765,3164
4768,5383
4770,10354
4772,4
4775,1311
4776,3402
4777,1426
4778,707
4779,1835
4781,13060
4787,8
4788,5314
4789,2252
4792,9633
4794,2201
4795,25
4796,19
4797,421
4800,14018
4801,2065
4802,1411
4805,953
4806,9317
4810,3808
4816,1163
4817,1344
4819,422
4820,5077
4821,2641
4822,6317
4823,4695
4824,12
4825,291
4827,4355
4829,7755
4831,5015
4832,890
4833,5595
4834,278
4836,1878
4840,1148
4842,760
4845,3205
4848,6830
4849,10141
4851,4481
4854,3492
4856,2623
4858,2942
4859,1907
4860,7751
4861,315
4862,3987
4864,3232
4865,4587
4866,4
4868,7559
4869,37
4870,390
4871,5392
4874,11853
4875,49
4876,5143
4878,2512
4880,889
4881,1141
4882,5132
4884,4
4885,6
4886,3426
4887,10726
4888,26
4890,2474
4892,6812
4893,7390
4896,3198
4898,6
4900,5
4904,2386
4905,1876
4906,3049
4910,2989
4911,8964
4913,201
4914,3
4915,1533
4916,1776
4917,6206
4918,986
4921,3483
4922,2551
4924,1042
4925,5845
4927,3856
4928,653
4930,2507
4933,191
4934,1458
4937,9
4940,3047
4941,4338
4942,1498
4944,4089
4946,1206
4947,1043
4948,1242
4949,5479
4950,6468
4952,11035
4953,11725
4955,962
4957,4
4959,19
4960,7619
4961,1367
4963,660
4964,8647
4965,2131
4967,2488
4969,3100
4971,5779
4972,2121
4973,20392
4975,1785
4978,1667
4980,5635
4982,982
4986,9180
4987,56
4988,464
4990,524
4992,18
4994,264
4995,317
4996,8301
4997,14232
5001,1866
5003,2333
5008,3380
5009,6515
5011,7
5013,3777
5014,1830
5015,4460
5020,3237
5025,4108
5026,5144
5030,8798
5031,901
5033,5656
5034,5201
5035,4607
5036,930
5038,147
5039,679
5040,3545
5041,11
5046,17161
5047,901
5048,5470
5049,1759
5050,2258
5051,2035
5052,5024
5066,2
5131,2608
5132,5929
5134,9799
5142,18748
5163,5441
5165,1305
5166,21276
5168,8
5170,2581
5176,6105
5177,3232
5178,2419
5180,7649
5184,1407
5185,3773
5187,4
5188,9878
5192,5433
5193,2153
5194,5414
5195,7187
5196,704
5197,3702
5199,11206
5210,3
5211,22262
5213,4235
5215,3221
5216,5324
5218,8859
5221,3561
5222,19905
5224,32020
5225,1620
5228,662
5229,753
5230,356
5231,3
5232,2078
5233,11517
5236,2690
5237,984
5244,1454
5247,13783
5248,4632
5249,3450
5252,60
5253,10227
5254,15435
5255,5
5257,15
5259,2459
5261,2288
5267,4067
5269,5
5270,20
5272,4425
5278,7451
5282,7751
5285,1268
5288,5488
5295,2840
5298,2993
5299,9945
5300,4949
5302,8
5304,12
5306,4941
5308,3096
5309,2497
5311,3343
5312,1742
5313,4668
5314,17101
5315,1431
5320,19844
5321,15554
5322,3806
5323,5220
5324,16
5326,21280
5329,4389
5330,2912
5331,1065
5332,737
5333,121
5334,743
5335,637
5336,862
5337,2052
5342,6
5346,3395
5347,65
5350,446
5353,213
5355,5186
5360,5834
5361,1783
5362,1423
5363,9608
5367,2881
5370,5341
5371,9470
5373,1918
5374,13812
5375,233
5376,2268
5377,3269
5378,4590
5382,11711
5385,1495
5387,6467
5388,4905
5390,1201
5391,5904
5394,625
5395,1811
5397,3778
5399,13245
5401,5124
5403,6907
5404,177
5405,28130
5407,16964
5408,11884
5409,308
5410,72
5411,1090
5412,4706
5413,3450
5415,1593
5416,22304
5420,350
5421,2963
5422,1990
5428,14217
5429,9490
5430,1482
5431,1853
5432,2878
5433,1292
5434,1031
5436,284
5437,5398
5438,8
5439,1579
5447,9036
5448,2402
5449,1044
5450,943
5451,1187
5452,697
5453,561
5454,524
5455,1013
5456,797
5460,2336
5461,1083
5462,963
5465,2886
5466,756
5467,538
5468,8134
5469,1769
5470,845
5471,794
5472,241
5473,993
5474,199
5475,175
5477,255
5478,8354
5479,4796
5480,617
5481,656
5482,722
5483,1764
5484,705
5485,248
5486,2678
5487,2156
5488,9146
5489,18766
5490,9293
5493,1036
5494,6685
5495,44
5496,921
5497,249
5498,4734
5499,2390
5500,5958
5510,4161
5520,5318
5521,6
5523,137
5530,6274
5541,1017
5551,9698
5552,2182
5553,1728
5554,1591
5555,2456
5556,3313
5558,101
5559,463
5560,1535
5561,3692
5565,1015
5566,846
5567,1855
5570,462
5571,2053
5573,22287
5574,7283
5575,11057
5576,9512
5577,6459
5578,5784
5580,3079
5581,2018
5582,2598
5584,19682
5588,6723
5590,1681
5592,11680
5593,20605
5595,1703
5596,2389
5597,2683
5598,3120
5600,759
5602,2853
5615,3793
5617,6284
5622,6800
5623,5591
5626,4164
5630,6409
5634,35
5635,13825
5636,801
5637,2734
5638,5290
5639,3332
5641,2190
5642,1591
5643,5347
5644,1477
5645,17899
5646,8007
5647,30
5648,13007
5649,2571
5653,432
5654,8026
5655,15825
5657,24
5658,10596
5659,8363
5661,352
5662,255
5663,1587
5664,14251
5665,3678
5666,6686
5667,7933
5668,5465
5669,7722
5671,1648
5672,4278
5675,8301
5676,4241
5679,1575
5681,2307
5683,46
5685,9785
5686,27
5688,923
5689,6506
569,9478
5690,1127
5691,2370
5692,1658
5693,4340
5694,6
5695,4817
5696,1647
5697,740
5698,12009
5700,2383
5702,13358
5703,4807
5704,5850
5705,2431
5706,590
5708,2919
5711,580
5714,611
5715,3119
5716,5478
5717,8949
5718,2221
5719,718
572,837
5721,4331
5722,2904
5723,76
5724,4663
5725,1877
5726,1065
5729,6593
573,9679
5734,4829
5735,9096
5736,1308
5738,6511
5739,3312
5742,3410
5743,438
5749,2588
5750,13624
5751,7980
5759,1037
5760,10857
5762,3982
5763,14
5765,2911
5766,15930
5768,2099
5769,1185
5770,1533
5771,5958
5772,26
5776,2998
5778,2270
5781,2655
5783,2319
5785,5472
5786,13138
579,9
